State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,% Urban Population,% Urban Households,% Urban Area
32,590,5637,Vythiri,59777,261417,611.18,428.0,KERALA,Wayanad,97.80588370038288,87.91968387671804,87.42158355220235,93.33420596223701,12.080316123281959,12.578416447797647,6.665794037763016
32,591,5638,Vadakara,152553,687265,575.57,1194.0,KERALA,Kozhikode,265.046823149226,34.92742973962009,36.036656112957466,55.16270827180012,65.07257026037992,63.963343887042534,44.837291728199865
32,591,5639,Quilandy,172883,728168,731.11,996.0,KERALA,Kozhikode,236.46646879402553,46.517561881324085,46.79928043821544,64.80283404686024,53.482438118675915,53.20071956178456,35.197165953139745
32,591,5640,Kozhikode,372274,1670860,1032.08,1619.0,KERALA,Kozhikode,360.70265870862727,26.031564583507894,26.813583543304127,58.457677699403156,73.96843541649211,73.18641645669588,41.54232230059686
32,592,5641,Ernad,178209,910978,703.85,1294.0,KERALA,Malappuram,253.1917311927257,65.27040170015083,64.61850972734261,75.0728138097606,34.72959829984917,35.38149027265739,24.927186190239397
32,592,5642,Nilambur,120552,574059,1343.29,427.0,KERALA,Malappuram,89.7438378905523,91.92312985250645,91.519842059858,97.70786650686003,8.076870147493551,8.480157940142014,2.292133493139977
32,592,5643,Perinthalmanna,118792,606396,505.91,1199.0,KERALA,Malappuram,234.80856278784762,78.26766667326301,78.37312276921004,84.49328932023482,21.73233332673698,21.62687723078995,15.506710679765176
32,592,5644,Tirur,170514,928672,447.68,2074.0,KERALA,Malappuram,380.8836669049321,51.27300058578271,50.187667874778604,53.328270192995,48.72699941421729,49.81233212522139,46.671729807005
32,592,5645,Tirurangadi,131272,713017,322.04,2214.0,KERALA,Malappuram,407.6263818159235,8.511858763535793,8.52276189895789,6.486771829586386,91.4881412364642,91.47723810104212,93.5132281704136
32,592,5646,Ponnani,74660,379798,200.35,1896.0,KERALA,Malappuram,372.6478662340904,42.642667944538935,43.779801768015005,47.68654854005491,57.357332055461065,56.220198231984995,52.31345145994511
32,593,5647,Ottappalam,201045,930692,845.98,1100.0,KERALA,Palakkad,237.6474621149436,73.04962329105655,72.55042403442016,77.60467150523652,26.950376708943452,27.449575965579847,22.39532849476347
32,593,5648,Mannarkad,83238,384393,1209.39,318.0,KERALA,Palakkad,68.82643316051893,90.93661955342579,91.14466950191019,97.27052481002819,9.06338044657421,8.855330498089815,2.7294751899718035
32,593,5649,Palakkad,144585,612116,713.13,858.0,KERALA,Palakkad,202.7470447183543,52.046180789262166,51.83663588892347,82.70722028241696,47.953819210737834,48.163364111076525,17.29277971758305
32,593,5650,Chittur,104996,437738,1136.23,385.0,KERALA,Palakkad,92.40734710401944,83.80469595968366,84.14701512438569,96.98300520141169,16.19530404031635,15.85298487561431,3.016994798588314
32,593,5651,Alathur,103356,444995,571.07,779.0,KERALA,Palakkad,180.98656907209272,93.99543815099047,94.10193892952515,96.56434412593903,6.00456184900954,5.8980610704748635,3.435655874060973
32,594,5652,Talappilly,148429,632086,679.36,930.0,KERALA,Thrissur,218.4835727743759,46.203364732014315,45.964737349170306,63.03432642487047,53.79663526798568,54.03526265082969,36.96567357512953
32,594,5653,Chavakkad,108151,470898,234.73,2006.0,KERALA,Thrissur,460.7463894687514,26.327569877128383,27.334005233423643,30.958974140501855,73.67243012287162,72.66599476657636,69.04102585949815
32,594,5654,Thrissur,215213,874615,630.12,1388.0,KERALA,Thrissur,341.54288072113246,12.920999525505508,12.9546077606836,40.573224147781374,87.07900047449449,87.0453922393164,59.42677585221862
32,594,5655,Kodungallur,76926,312238,145.39,2148.0,KERALA,Thrissur,529.1010385858725,14.17764653885818,13.854873514806437,13.831762844762363,85.82235346114182,86.14512648519356,86.16823715523765
32,594,5656,Mukundapuram,210491,831363,1329.15,625.0,KERALA,Thrissur,158.3651205657751,54.30792565942916,54.421329177969604,81.32340217432194,45.69207434057084,45.578670822030396,18.676597825678066
32,595,5657,Kunnathunad,115490,469164,464.3,1010.0,KERALA,Ernakulam,248.7400387680379,56.71790674476303,57.229197333102434,72.37131165194917,43.28209325523697,42.770802666897566,27.62868834805083
32,595,5658,Aluva,115905,468408,531.59,881.0,KERALA,Ernakulam,218.03457551872683,30.891018086796123,31.60001725551098,67.84740119264848,69.10898191320388,68.39998274448902,32.152598807351524
32,595,5659,Paravur,102472,410571,173.36,2368.0,KERALA,Ernakulam,591.0936778957083,6.636123837290018,6.602779295807635,4.383940932164295,93.36387616270999,93.39722070419236,95.6160590678357
32,595,5660,Kochi,122084,508212,129.38,3928.0,KERALA,Ernakulam,943.6079765033236,23.026020637056977,23.346220634972642,29.649095687123207,76.97397936294303,76.65377936502736,70.35090431287679
32,595,5661,Kanayannur,216544,851406,303.06,2809.0,KERALA,Ernakulam,714.5251765326998,3.8728879054176266,3.7955334712575737,5.01550848016894,96.12711209458237,96.20446652874243,94.98449151983107
32,595,5662,Muvattupuzha,82746,336224,521.89,644.0,KERALA,Ernakulam,158.55065243633717,87.51635814219092,87.70454160926208,95.87460959205963,12.48364185780908,12.29545839073792,4.125390407940371
32,595,5663,Kothamangalam,58770,238403,927.91,257.0,KERALA,Ernakulam,63.33588386804755,69.51967886310155,69.99489535477285,93.54571025207186,30.480321136898446,30.005104645227153,6.454289747928139
32,596,5664,Devikulam,45480,177621,1052.09,169.0,KERALA,Idukki,43.22824092995847,100.0,100.0,100.0,0.0,0.0,0.0
32,596,5665,Udumbanchola,109322,429780,1077.13,399.0,KERALA,Idukki,101.4937844085672,100.0,100.0,100.0,0.0,0.0,0.0
32,596,5666,Thodupuzha,80784,325951,884.93,368.0,KERALA,Idukki,91.28857649757609,84.03287610714494,84.39790057437116,95.99629349214062,15.967123892855062,15.602099425628838,4.003706507859379
32,596,5667,Peerumade,44226,175622,1402.62,125.0,KERALA,Idukki,31.530992000684435,100.0,100.0,100.0,0.0,0.0,0.0
32,597,5668,Meenachil,97873,406471,692.86,587.0,KERALA,Kottayam,141.2594174869382,86.00884195920496,86.75221971330194,95.0422884854083,13.991158040795037,13.247780286698069,4.957711514591693
32,597,5669,Vaikom,76876,310414,319.3,972.0,KERALA,Kottayam,240.76417162543063,92.51515717718918,92.10676934283781,97.26589414343877,7.484842822810826,7.893230657162182,2.7341058565612277
32,597,5670,Kottayam,157693,631885,499.89,1264.0,KERALA,Kottayam,315.4554001880414,43.45458429935827,43.12620090936186,62.66178559283042,56.54541570064173,56.873799090638144,37.33821440716958
32,597,5671,Changanassery,88683,355736,261.91,1358.0,KERALA,Kottayam,338.60104616089495,64.02191512807251,64.28064003247522,83.20797220419227,35.97808487192749,35.71935996752478,16.79202779580772
32,597,5672,Kanjirappally,66171,270045,421.47,641.0,KERALA,Kottayam,157.00049825610364,100.0,100.0,100.0,0.0,0.0,0.0
32,598,5673,Cherthala,132772,542657,323.87,1676.0,KERALA,Alappuzha,409.9546114181616,35.68460371837091,35.54665140240412,36.20588507734585,64.3153962816291,64.45334859759588,63.79411492265415
32,598,5674,Ambalappuzha,109411,454864,189.07,2406.0,KERALA,Alappuzha,578.6798540223198,23.559349607794857,23.653014779135553,40.28666631406357,76.44065039220514,76.34698522086445,59.71333368593643
32,598,5675,Kuttanad,47416,193007,289.39,667.0,KERALA,Alappuzha,163.8480942672518,100.0,100.0,100.0,0.0,0.0,0.0
32,598,5676,Karthikappally,104723,406524,221.87,1832.0,KERALA,Alappuzha,472.00162257177624,29.425076994224202,29.161693228803603,41.510794609455985,70.57492300577579,70.83830677119639,58.48920539054402
32,598,5677,Chengannur,53005,197419,141.87,1392.0,KERALA,Alappuzha,373.6166913371396,73.46658629615183,73.88170927271011,77.04941143300205,26.53341370384816,26.118290727289878,22.950588566997958
32,598,5678,Mavelikkara,88631,333318,236.84,1407.0,KERALA,Alappuzha,374.2231042053707,66.3543523002058,65.91937358260654,71.17463266340145,33.64564769979419,34.08062641739346,28.825367336598546
32,599,5679,Thiruvalla,59551,223503,151.95,1471.0,KERALA,Pathanamthitta,391.9118130964133,76.3390200578963,76.57134221087807,82.13228035538005,23.660979942103687,23.428657789121928,17.867719644619942
32,599,5680,Mallappally,35532,134219,168.83,795.0,KERALA,Pathanamthitta,210.4602262631049,100.0,100.0,100.0,0.0,0.0,0.0
32,599,5681,Ranni,53172,198194,1049.91,189.0,KERALA,Pathanamthitta,50.64434094350944,100.0,100.0,100.0,0.0,0.0,0.0
32,599,5682,Kozhenchery,92825,338560,1015.37,333.0,KERALA,Pathanamthitta,91.41987649822232,85.36182655954632,85.77322919472124,96.72631651516195,14.638173440453686,14.226770805278752,3.273683484838039
32,599,5683,Adoor,81604,302936,308.57,982.0,KERALA,Pathanamthitta,264.4586317529248,90.37057332241794,90.30562227341797,93.25274654049325,9.629426677582064,9.694377726582031,6.747253459506757
32,600,5684,Karunagappally,106937,428802,180.42,2377.0,KERALA,Kollam,592.711451058641,33.672883988414235,33.91342566183828,41.62509699589846,66.32711601158576,66.08657433816172,58.37490300410154
32,600,5685,Kunnathur,50624,199456,138.08,1444.0,KERALA,Kollam,366.6280417149478,100.0,100.0,100.0,0.0,0.0,0.0
32,600,5686,Pathanapuram,115661,432904,1235.51,350.0,KERALA,Kollam,93.61397317706857,89.21192689372239,89.10090696085975,97.21977159229792,10.788073106277604,10.899093039140247,2.780228407702083
32,600,5687,Kottarakkara,152944,586434,550.57,1065.0,KERALA,Kollam,277.792106362497,94.92048551073096,94.98574641698923,96.84145521913652,5.079514489269039,5.014253583010775,3.158544780863468
32,600,5688,Kollam,243209,987779,380.21,2598.0,KERALA,Kollam,639.6701822676943,16.352139496790276,17.046655345813683,31.829778280423977,83.64786050320973,82.95334465418631,68.17022171957603
32,601,5689,Chirayinkeezhu,158980,634270,380.68,1666.0,KERALA,Thiruvananthapuram,417.62109908584637,68.82053384205464,69.02692162536168,76.83618787433014,31.179466157945356,30.97307837463832,23.163812125669857
32,601,5690,Nedumangad,169220,645326,926.77,696.0,KERALA,Thiruvananthapuram,182.5911499077441,81.88125071669204,82.12563526769885,93.45576572396604,18.118749283307974,17.874364732301146,6.5442342760339685
32,601,5691,Thiruvananthapuram,286141,1140845,307.55,3709.0,KERALA,Thiruvananthapuram,930.3885547065518,8.113459760090109,7.683973984853622,16.05592586571289,91.88654023990989,92.31602601514638,83.9440741342871
32,601,5692,Neyyattinkara,223536,880986,570.91,1543.0,KERALA,Thiruvananthapuram,391.54332556795293,53.617197095073024,53.800730083744895,70.14240423184039,46.382802904926976,46.1992699162551,29.857595768159605
33,602,5693,Gummidipoondi,50144,190541,425.472723879823,448.0,TAMIL NADU,Thiruvallur,117.85479347005905,83.633443720774,84.05392469687301,94.68826114306131,16.366556279225993,15.946075303126994,5.311738856938685
33,602,5694,Ponneri,100866,389862,674.4409202524859,578.0,TAMIL NADU,Thiruvallur,149.55498246197678,62.503142137474285,63.50108064164337,90.46766023984249,37.496857862525715,36.49891935835663,9.532339760157523
33,602,5695,Uthukkottai,40313,152631,369.59688154429904,413.0,TAMIL NADU,Thiruvallur,109.07288998640584,91.65307178751367,91.95296802520278,97.83547957261615,8.346928212486324,8.04703197479721,2.1645204273838385
33,602,5696,Tiruttani,52490,211291,447.861263081193,472.0,TAMIL NADU,Thiruvallur,117.20147359671083,78.80600688150466,78.81120213373976,97.24021677718547,21.193993118495342,21.188797866260238,2.759783222814528
33,602,5697,Pallipattu,49317,214073,351.0486755153242,610.0,TAMIL NADU,Thiruvallur,140.48479153953448,70.96177472170709,72.05020581138349,86.45486984669614,29.038225278292916,27.9497941886165,13.545130153303859
33,602,5698,Thiruvallur,103241,407048,667.0819572100958,610.0,TAMIL NADU,Thiruvallur,154.76509128170665,71.18546215679723,71.46191919876793,92.2303399994858,28.81453784320277,28.53808080123207,7.7696600005141905
33,602,5699,Poonamallee,168063,659922,151.280977953395,4362.0,TAMIL NADU,Thiruvallur,1110.9327971939408,9.87419725361482,9.898073936559504,32.396670528596445,90.12580274638518,90.1019260634405,67.6026830230475
33,602,5700,Ambattur,231525,906580,180.42528650515544,5025.0,TAMIL NADU,Thiruvallur,1283.2181369066827,5.965827615875047,5.838678328474247,28.56584074124627,94.03417238412494,94.16132167152576,71.43677169459122
33,602,5701,Mathavaram,150990,596156,126.79131405822817,4702.0,TAMIL NADU,Thiruvallur,1190.8544455234428,4.924885432671985,5.031459037022319,21.232774704002733,95.07511456732801,94.96854096297767,78.76722529599725
33,603,99999,Area not under any Sub-district,1154982,4646732,175.0,26553.0,TAMIL NADU,Chennai,6599.897142857143,0.0,0.0,0.0,100.0,100.0,100.0
33,604,5702,Sriperumbudur,125938,510836,642.293982897117,795.0,TAMIL NADU,Kancheepuram,196.07532275477166,43.222482362245415,42.27715224951961,83.44854492945969,56.777517637754585,57.7228477504804,16.551455070540282
33,604,5703,Tambaram,98067,383718,62.46225604427666,6143.0,TAMIL NADU,Kancheepuram,1570.0201403305823,7.139618157084109,7.001335821428207,17.847988129622117,92.8603818429159,92.99866417857179,82.15201187037789
33,604,5704,Alandur,164765,642237,88.62,7247.0,TAMIL NADU,Kancheepuram,1859.2304220266305,0.0,0.0,0.0,100.0,100.0,100.0
33,604,5705,Sholinganallur,143615,563342,116.20329176742064,4848.0,TAMIL NADU,Kancheepuram,1235.8944210241784,12.504127155440212,11.475124464714687,27.42890608573692,87.49587284455978,88.5248755352853,72.5710939142631
33,604,5706,Chengalpattu,142062,573406,778.0105073465235,737.0,TAMIL NADU,Kancheepuram,182.59650564941023,46.10659811721538,45.77226844617139,80.22391747320306,53.893401882784616,54.227731553828605,19.776082526796934
33,604,5707,Kancheepuram,124877,497711,636.2209870113962,782.0,TAMIL NADU,Kancheepuram,196.2792843200615,44.729973820148636,44.49418227535895,91.37092282071849,55.270026179851364,55.50581772464105,8.629077179281513
33,604,5708,Uthiramerur,37075,148133,427.4493087760629,347.0,TAMIL NADU,Kancheepuram,86.73543093603008,82.99231096379604,83.28523263654753,93.68346153668831,17.007689036203953,16.714767363452463,6.316538463311698
33,604,5709,Tirukalukundram,49599,196897,358.68507503398143,549.0,TAMIL NADU,Kancheepuram,138.28007757306614,66.62518982005821,66.8077985443255,91.47162730506645,33.3748101799418,33.19220145567451,8.528372694933553
33,604,5710,Maduranthakam,69772,275953,763.634431839999,361.0,TAMIL NADU,Kancheepuram,91.3683263755962,80.56082013966146,80.88201570830705,95.59082217928919,19.439179860338534,19.117984291692945,4.409177820710778
33,604,5711,Cheyyur,50475,206019,609.4201592665457,338.0,TAMIL NADU,Kancheepuram,82.82463130321793,86.3255330819002,86.65874195146111,94.42092627179909,13.674466918099787,13.341258048538881,5.57907372820091
33,605,5712,Gudiyatham,98233,425353,722.72,589.0,TAMIL NADU,Vellore,135.921241974762,55.40621554332519,56.29778180448526,95.03818906353774,44.593784456674804,43.702218195514746,4.961810936462253
33,605,5713,Katpadi,92407,391100,509.09,768.0,TAMIL NADU,Vellore,181.51407413227525,63.44592175914089,65.42686160139384,81.15225205759296,36.55407824085912,34.57313839860617,18.84774794240704
33,605,5714,Wallajah,105092,444758,506.0,879.0,TAMIL NADU,Vellore,207.6916996047431,48.02656725680033,49.18642713051422,83.33399209486167,51.97343274319968,50.81357286948578,16.66600790513834
33,605,5715,Arakonam,122251,504026,842.97,598.0,TAMIL NADU,Vellore,145.02414083537965,69.36963569339677,69.2264275956843,93.21684045695575,30.63036430660323,30.773572404315715,6.783159543044237
33,605,5716,Arcot,61730,250517,524.0515954705072,478.0,TAMIL NADU,Vellore,117.79374499294711,60.79188238722322,61.57135914466224,93.84411758711732,39.208117612776775,38.42864085533776,6.155882412882672
33,605,5717,Vellore,166169,696110,876.99,794.0,TAMIL NADU,Vellore,189.47650486322536,36.55801525620951,37.260860930739184,85.8482992964572,63.44198474379049,62.73913906926081,14.151700703542799
33,605,5718,Vaniyambadi,77178,336548,532.28,632.0,TAMIL NADU,Vellore,144.99511535282184,59.42688710079989,61.52271372670969,94.21732922521981,40.57311289920011,38.47728627329032,5.7826707747801915
33,605,5719,Ambur,74239,326211,558.28,584.0,TAMIL NADU,Vellore,132.97807551766138,54.93438296072174,56.821886070663666,94.3737909292828,45.06561703927826,43.178113929336334,5.626209070717203
33,605,5720,Tirupathur,131982,561708,1002.62,560.0,TAMIL NADU,Vellore,131.63711076978316,71.44495004521923,72.0045157673016,94.81159362470328,28.555049954780777,27.9954842326984,5.188406375296723
33,606,5721,Arani,70667,294976,418.9711630896848,704.0,TAMIL NADU,Tiruvannamalai,168.66793284499403,62.853249077891086,63.5841340371036,90.48144514149693,37.146750922108914,36.4158659628964,9.518554858503068
33,606,5722,Cheyyar,82922,338612,849.266141250472,399.0,TAMIL NADU,Tiruvannamalai,97.63959255211144,85.14789788902934,85.23431658667181,97.58732875305375,14.85210211097067,14.765683413328187,2.4126712469462426
33,606,5723,Vandavasi,82681,336121,880.7689348110322,382.0,TAMIL NADU,Tiruvannamalai,93.87365599780048,87.58839822563898,87.97910039791488,96.38951843745231,12.411601774361019,12.020899602085123,3.61048156254769
33,606,5724,Polur,109642,449860,1364.9244949825616,330.0,TAMIL NADU,Tiruvannamalai,80.32825288361522,86.16147245809807,86.38569161452729,98.12736894282739,13.838527541901923,13.61430838547272,1.8726310571726208
33,606,5725,Chengam,66734,283917,1025.8396989390565,277.0,TAMIL NADU,Tiruvannamalai,65.05304880384101,86.48830468059327,86.88674438816794,98.48904268220167,13.511695319406728,13.11325561183205,1.510957317798327
33,606,5726,Thandrampet,41852,179553,674.1717756453147,266.0,TAMIL NADU,Tiruvannamalai,62.079134001033225,100.0,100.0,100.0,0.0,0.0,0.0
33,606,5727,Tiruvannamalai,134338,581836,974.057981477996,597.0,TAMIL NADU,Tiruvannamalai,137.91581461727873,66.87279577062952,66.83589155711712,95.78156528858254,33.12720422937048,33.16410844288288,4.218434711417456
33,607,5728,Gingee,100430,423942,1063.0432592186155,399.0,TAMIL NADU,Viluppuram,94.47404809642512,91.99489552816186,92.27422085034353,97.89190140611285,8.005104471838129,7.725779149656477,2.108098593887172
33,607,5729,Tindivanam,105834,446682,995.4710794644452,449.0,TAMIL NADU,Viluppuram,106.31549442595336,78.7701317715959,78.85934576790068,94.02795307403771,21.2298682284041,21.140654232099326,5.972046925962288
33,607,5730,Vanur,45758,196422,460.1267723310596,427.0,TAMIL NADU,Viluppuram,99.44650637950116,83.84804146175073,84.5972288998645,97.91579178246556,16.151958538249282,15.402771100135496,2.0842082175344556
