State_code,District_code,Subdistrict_code,Subdistrict_name,Number of households_total,population_total,Area_total,population density_total,State_name,District_name,Household density,% Rural Population,% Rural Households,% Rural Area,% Urban Population,% Urban Households,% Urban Area
29,564,5494,Hirekerur,50043,231115,801.0,289.0,KARNATAKA,Haveri,62.47565543071161,91.69634164809727,91.75708890354295,98.38576779026218,8.303658351902731,8.242911096457046,1.6142322097378277
29,564,5495,Ranibennur,69178,335281,901.0,372.0,KARNATAKA,Haveri,76.77913429522752,64.28905902809882,64.06805631848276,94.71476137624862,35.71094097190118,35.93194368151725,5.285238623751387
29,565,5496,Hadagalli,38656,195219,948.0,206.0,KARNATAKA,Bellary,40.77637130801688,85.67403787541171,85.38907284768213,97.90822784810126,14.325962124588282,14.610927152317881,2.091772151898734
29,565,5497,Hagaribommanahalli,36616,188238,1012.0,186.0,KARNATAKA,Bellary,36.18181818181818,100.0,100.0,100.0,0.0,0.0,0.0
29,565,5498,Hospet,94190,459991,934.0,492.0,KARNATAKA,Bellary,100.8458244111349,41.080151568182856,38.81940758042255,87.90364025695932,58.919848431817144,61.18059241957745,12.096359743040686
29,565,5499,Siruguppa,52180,269104,1040.0,259.0,KARNATAKA,Bellary,50.17307692307692,70.74885546108568,69.97316979685704,92.84711538461539,29.251144538914325,30.026830203142968,7.1528846153846155
29,565,5500,Bellary,156081,770929,1689.0,456.0,KARNATAKA,Bellary,92.41030195381883,46.75968863539963,44.58454264132085,95.29603315571343,53.240311364600366,55.41545735867914,4.70396684428656
29,565,5501,Sandur,52067,260213,1245.0,209.0,KARNATAKA,Bellary,41.82088353413655,69.59567738737111,65.92275337545854,95.32690763052209,30.40432261262889,34.07724662454146,4.673092369477912
29,565,5502,Kudligi,59328,308901,1593.0,194.0,KARNATAKA,Bellary,37.24293785310734,82.85243492251563,81.9950107874865,95.76647834274952,17.147565077484373,18.004989212513482,4.233521657250471
29,566,5503,Molakalmuru,27551,141284,739.0,191.0,KARNATAKA,Chitradurga,37.28146143437077,88.81897454771949,87.8443613661936,94.17320703653587,11.181025452280513,12.155638633806396,5.8267929634641416
29,566,5504,Challakere,76361,365784,2074.0,176.0,KARNATAKA,Chitradurga,36.818225650916105,84.91076701003871,84.21969329893531,98.51928640308583,15.089232989961287,15.780306701064681,1.4807135969141756
29,566,5505,Chitradurga,90256,423879,1383.0,306.0,KARNATAKA,Chitradurga,65.26102675343456,64.20275597517217,62.981962418010994,97.78597252349964,35.79724402482784,37.01803758198901,2.2140274765003616
29,566,5506,Holalkere,45730,207260,1099.0,189.0,KARNATAKA,Chitradurga,41.6105550500455,89.37614590369584,89.33960201180844,99.07734303912646,10.623854096304159,10.66039798819156,0.9226569608735213
29,566,5507,Hosdurga,53019,235116,1438.0,164.0,KARNATAKA,Chitradurga,36.86995827538247,87.93361574712057,87.59312699221033,99.63421418636996,12.066384252879429,12.406873007789661,0.3657858136300417
29,566,5508,Hiriyur,64086,286133,1703.0,168.0,KARNATAKA,Chitradurga,37.631238990017614,80.28329483142454,79.60396966576162,98.8126834997064,19.71670516857545,20.396030334238365,1.1873165002935995
29,567,5509,Harihar,52434,254170,485.0,524.0,KARNATAKA,Davanagere,108.11134020618557,64.39312271314475,63.55418240073235,95.28659793814433,35.60687728685525,36.44581759926765,4.713402061855669
29,567,5510,Harapanahalli,58561,302003,1435.0,210.0,KARNATAKA,Davanagere,40.809059233449474,84.42432691065983,84.60750328717064,97.14773519163764,15.575673089340173,15.392496712829356,2.8522648083623694
29,567,5511,Jagalur,35147,171822,970.0,177.0,KARNATAKA,Davanagere,36.2340206185567,89.95646657587504,89.52399920334595,99.90309278350516,10.043533424124966,10.476000796654054,0.09690721649484535
29,567,5512,Davanagere,147490,681979,958.0,712.0,KARNATAKA,Davanagere,153.9561586638831,36.21929707512988,35.9563360227812,91.94989561586638,63.78070292487013,64.04366397721878,8.050104384133611
29,567,5513,Honnali,50640,233206,866.0,269.0,KARNATAKA,Davanagere,58.47575057736721,92.312376182431,92.21761453396525,99.9214780600462,7.6876238175690155,7.782385466034755,0.07852193995381063
29,567,5514,Channagiri,65904,302317,1210.0,250.0,KARNATAKA,Davanagere,54.466115702479335,92.950115276349,93.09601845108037,99.90413223140496,7.049884723651003,6.903981548919641,0.09586776859504131
29,568,5515,Sagar,48396,206319,1935.0,107.0,KARNATAKA,Shimoga,25.010852713178295,68.30296773443067,67.48491610876933,96.8093023255814,31.697032265569337,32.51508389123068,3.190697674418605
29,568,5516,Sorab,46658,200809,1150.0,175.0,KARNATAKA,Shimoga,40.57217391304348,94.35682663625634,94.51755325989112,99.83565217391303,5.6431733637436565,5.482446740108878,0.16434782608695653
29,568,5517,Shikarpur,51798,238229,911.0,262.0,KARNATAKA,Shimoga,56.85839736553238,77.8032901116153,78.83315958145101,97.7431394072448,22.196709888384706,21.16684041854898,2.256860592755214
29,568,5518,Hosanagara,27313,118220,1428.0,83.0,KARNATAKA,Shimoga,19.126750700280112,95.06090340043986,94.8888807527551,99.75490196078431,4.939096599560142,5.111119247244901,0.24509803921568626
29,568,5519,Tirthahalli,35340,142006,1254.0,113.0,KARNATAKA,Shimoga,28.181818181818183,89.76944636142134,89.45670628183362,99.46570972886762,10.230553638578652,10.543293718166383,0.5342902711323764
29,568,5520,Shimoga,117601,507324,1114.0,455.0,KARNATAKA,Shimoga,105.56642728904848,36.40158951675852,35.36704619858675,93.11400359066427,63.59841048324147,64.63295380141325,6.885996409335727
29,568,5521,Bhadravati,79710,339846,686.0,495.0,KARNATAKA,Shimoga,116.19533527696792,55.53809666731402,53.61811566930121,90.25947521865888,44.46190333268598,46.38188433069878,9.740524781341108
29,569,5522,Kundapura,79573,398471,1569.0,254.0,KARNATAKA,Udupi,50.7157425111536,89.79273272082536,89.43988538825984,98.63989802421925,10.207267279174644,10.560114611740163,1.360101975780752
29,569,5523,Udupi,125817,562799,939.0,599.0,KARNATAKA,Udupi,133.99041533546327,53.67671228982284,52.425347925955954,80.3482428115016,46.32328771017717,47.574652074044046,19.651757188498404
29,569,5524,Karkal,47688,216091,1074.0,201.0,KARNATAKA,Udupi,44.402234636871505,84.87627897506144,84.71523234356651,96.4804469273743,15.123721024938567,15.284767656433484,3.519553072625698
29,570,5525,Sringeri,9313,36539,444.0,82.0,KARNATAKA,Chikmagalur,20.975225225225227,89.26626344453871,87.49060453130033,99.8963963963964,10.733736555461288,12.509395468699665,0.10360360360360361
29,570,5526,Koppa,21296,84882,566.0,150.0,KARNATAKA,Chikmagalur,37.62544169611307,94.11771635918097,93.75,99.64840989399293,5.882283640819019,6.25,0.35159010600706714
29,570,5527,Narasimharajapura,16566,66090,803.0,82.0,KARNATAKA,Chikmagalur,20.63013698630137,88.71538810712664,89.50259567789448,99.78580323785803,11.284611892873354,10.497404322105517,0.21419676214196764
29,570,5528,Tarikere,53225,225280,1221.0,185.0,KARNATAKA,Chikmagalur,43.59131859131859,84.04563210227273,84.14654767496476,98.76986076986077,15.954367897727273,15.853452325035228,1.2301392301392302
29,570,5529,Kadur,69575,291668,1421.0,205.0,KARNATAKA,Chikmagalur,48.96199859254047,80.50043199802516,80.66834351419332,99.13793103448276,19.499568001974847,19.331656485806683,0.8620689655172413
29,570,5530,Chikmagalur,74176,305368,1592.0,192.0,KARNATAKA,Chikmagalur,46.5929648241206,61.22678211207461,61.517202329594475,97.94346733668343,38.77321788792539,38.482797670405525,2.0565326633165832
29,570,5531,Mudigere,31934,128134,1155.0,111.0,KARNATAKA,Chikmagalur,27.64848484848485,90.69879969407027,90.0732761320223,95.987012987013,9.30120030592973,9.926723867977703,4.012987012987013
29,571,5532,Chiknayakanhalli,52612,212130,1128.0,188.0,KARNATAKA,Tumkur,46.641843971631204,82.31744684863057,82.32532502090778,99.13386524822695,17.682553151369444,17.674674979092224,0.8661347517730495
29,571,5533,Sira,70754,313758,1553.0,202.0,KARNATAKA,Tumkur,45.55956213779781,81.65656333862404,82.16920598128728,99.16419832582099,18.343436661375964,17.830794018712723,0.8358016741790084
29,571,5534,Pavagada,55652,245194,1361.0,180.0,KARNATAKA,Tumkur,40.890521675238794,88.38226057733876,88.25918205994394,99.51726671565027,11.61773942266124,11.740817940056063,0.48273328434974283
29,571,5535,Madhugiri,63924,267866,1113.0,241.0,KARNATAKA,Tumkur,57.43396226415094,89.114333286046,89.14648645266253,99.28122192273136,10.885666713953993,10.853513547337464,0.7187780772686434
29,571,5536,Koratagere,40619,167591,647.0,259.0,KARNATAKA,Tumkur,62.78052550231839,90.89151565418192,90.78017676456831,99.81452859350848,9.108484345818093,9.219823235431694,0.1854714064914992
29,571,5537,Tumkur,140097,592397,1028.0,576.0,KARNATAKA,Tumkur,136.28112840466926,48.99653441864155,48.392899205550435,93.74805447470817,51.00346558135844,51.60710079444956,6.251945525291829
29,571,5538,Gubbi,63688,262518,1221.0,215.0,KARNATAKA,Tumkur,52.16052416052416,92.97343420260707,92.92488380856676,99.64127764127764,7.026565797392941,7.075116191433237,0.3587223587223587
29,571,5539,Tiptur,55075,222749,784.0,284.0,KARNATAKA,Tumkur,70.24872448979592,73.26901579805072,73.76123467998184,98.69005102040816,26.730984201949283,26.23876532001816,1.3099489795918366
29,571,5540,Turuvekere,42101,168994,781.0,216.0,KARNATAKA,Tumkur,53.90653008962868,90.048759127543,89.88147549939431,99.35723431498079,9.95124087245701,10.118524500605686,0.6427656850192062
29,571,5541,Kunigal,55559,225783,981.0,230.0,KARNATAKA,Tumkur,56.63506625891947,84.87264320165822,85.76108281286561,99.42099898063202,15.12735679834177,14.238917187134398,0.5790010193679919
29,572,5542,Bangalore North,85722,352420,486.0,725.0,KARNATAKA,Bangalore,176.3827160493827,76.66846376482606,75.72501808170597,94.48971193415639,23.331536235173942,24.27498191829402,5.510288065843621
29,572,5543,Bangalore South,51094,205274,341.32,601.0,KARNATAKA,Bangalore,149.6953005976796,75.27645975622826,72.28050260304538,94.07008086253369,24.723540243771737,27.719497396954633,5.929919137466308
29,572,5544,Bangalore East,24537,102607,129.48,792.0,KARNATAKA,Bangalore,189.50417052826694,92.06389427621897,92.4440640665118,93.15724436206365,7.936105723781028,7.555935933488202,6.842755637936361
29,572,5545,Anekal,130661,517575,530.0,977.0,KARNATAKA,Bangalore,246.53018867924527,68.09158093029995,67.87029029320149,92.63962264150943,31.908419069700045,32.12970970679851,7.360377358490567
29,572,99999,Area not under any Sub-district,2101831,8443675,709.96,11893.0,KARNATAKA,Bangalore,2960.492140402276,0.0,0.0,0.0,100.0,100.0,100.0
29,573,5546,Krishnarajpet,61035,260479,896.0,291.0,KARNATAKA,Mandya,68.11941964285714,90.03912023618027,89.7288441058409,99.52455357142857,9.960879763819733,10.27115589415909,0.47544642857142855
29,573,5547,Nagamangala,44954,187897,1034.0,182.0,KARNATAKA,Mandya,43.475822050290134,90.53949770352907,90.73719802464741,99.75628626692456,9.460502296470938,9.262801975352582,0.2437137330754352
29,573,5548,Pandavapura,43262,183352,528.0,347.0,KARNATAKA,Mandya,81.93560606060606,88.87440551507483,88.81235264204152,99.30303030303031,11.12559448492517,11.187647357958486,0.696969696969697
29,573,5549,Shrirangapattana,43402,180191,368.0,490.0,KARNATAKA,Mandya,117.94021739130434,81.05621257443491,81.38104234827888,95.17663043478261,18.943787425565095,18.618957651721118,4.823369565217392
29,573,5550,Mandya,99024,415153,713.0,582.0,KARNATAKA,Mandya,138.8835904628331,66.91388476055815,66.83733236387138,97.63113604488079,33.086115239441845,33.16266763612862,2.3688639551192145
29,573,5551,Maddur,71028,295432,614.0,481.0,KARNATAKA,Mandya,115.68078175895765,88.10318448915486,87.84986202624317,98.6498371335505,11.896815510845135,12.150137973756827,1.3501628664495113
29,573,5552,Malavalli,65920,283265,809.0,350.0,KARNATAKA,Mandya,81.48331273176761,86.72585741267011,87.05855582524272,99.59332509270705,13.274142587329884,12.941444174757283,0.40667490729295425
29,574,5553,Sakleshpur,32142,128633,1027.0,125.0,KARNATAKA,Hassan,31.296981499513144,81.84602706925905,81.96751913384357,99.54333008763388,18.153972930740945,18.03248086615643,0.4566699123661149
29,574,5554,Belur,45665,184458,845.0,218.0,KARNATAKA,Hassan,54.0414201183432,87.8107753526548,88.09810577028358,99.4603550295858,12.189224647345196,11.901894229716413,0.5396449704142011
29,574,5555,Arsikere,75358,315339,1265.0,249.0,KARNATAKA,Hassan,59.571541501976284,83.1241933284497,83.95259959128427,99.12015810276678,16.8758066715503,16.04740040871573,0.8798418972332016
29,574,5556,Hassan,98290,396166,933.0,425.0,KARNATAKA,Hassan,105.34833869239014,55.19958805147337,55.016787058703834,96.21436227224008,44.80041194852662,44.983212941296166,3.785637727759914
29,574,5557,Alur,21089,85255,430.0,198.0,KARNATAKA,Hassan,49.044186046511626,92.32772271421031,92.3846555076106,99.63023255813954,7.67227728578969,7.615344492389397,0.3697674418604652
29,574,5558,Arkalgud,48729,204585,675.0,303.0,KARNATAKA,Hassan,72.19111111111111,91.78336632695456,91.68462311970285,99.64888888888889,8.216633673045433,8.315376880297155,0.3511111111111111
29,574,5559,Hole Narsipur,42335,182187,595.0,306.0,KARNATAKA,Hassan,71.15126050420169,83.54767354421556,83.26916263139246,99.41848739495798,16.45232645578444,16.730837368607535,0.5815126050420169
29,574,5560,Channarayapatna,69845,279798,1044.0,268.0,KARNATAKA,Hassan,66.90134099616859,83.23719254605108,83.47770062280765,98.26628352490422,16.76280745394892,16.522299377192354,1.7337164750957856
29,575,5561,Mangalore,216300,994602,865.0,1150.0,KARNATAKA,Dakshina Kannada,250.05780346820808,21.11729113756055,20.343504392048082,57.6393063583815,78.88270886243944,79.65649560795191,42.3606936416185
29,575,5562,Bantval,76405,395380,740.0,534.0,KARNATAKA,Dakshina Kannada,103.25,70.68693408872477,71.41155683528565,85.77027027027027,29.313065911275228,28.58844316471435,14.229729729729728
29,575,5563,Beltangadi,55385,266589,1382.0,193.0,KARNATAKA,Dakshina Kannada,40.075976845151956,94.45325951183283,94.16087388282025,98.72937771345876,5.546740488167179,5.839126117179742,1.2706222865412444
29,575,5564,Puttur,59569,287851,1027.0,280.0,KARNATAKA,Dakshina Kannada,58.002921129503406,78.85225342277775,78.30750893921335,95.63291139240506,21.147746577222243,21.69249106078665,4.367088607594937
29,575,5565,Sulya,32074,145227,847.0,171.0,KARNATAKA,Dakshina Kannada,37.86776859504132,86.25737638317943,86.92398827710919,97.9775678866588,13.742623616820563,13.076011722890815,2.022432113341204
29,576,5566,Madikeri,36709,146583,1445.0,101.0,KARNATAKA,Kodagu,25.40415224913495,77.22723644624547,76.79588111907162,98.89826989619377,22.772763553754526,23.20411888092838,1.1017301038062284
29,576,5567,Somvarpet,53094,206505,1003.0,206.0,KARNATAKA,Kodagu,52.93519441674975,89.31987118955958,89.18145176479452,99.54237288135593,10.680128810440426,10.818548235205485,0.4576271186440678
29,576,5568,Virajpet,52913,201431,1654.0,122.0,KARNATAKA,Kodagu,31.99093107617896,87.31476287165331,87.78183055203826,99.63180169286578,12.68523712834668,12.218169447961749,0.3681983071342201
29,577,5569,Piriyapatna,54075,243076,812.0,299.0,KARNATAKA,Mysore,66.59482758620689,93.13589165528477,92.54553860379103,99.26231527093596,6.864108344715233,7.45446139620897,0.7376847290640395
29,577,5570,Hunsur,65584,282963,898.0,315.0,KARNATAKA,Mysore,73.03340757238307,82.02415156751943,82.01848011710173,98.69042316258351,17.97584843248057,17.98151988289827,1.3095768374164811
29,577,5571,Krishnarajanagara,60590,252657,608.0,416.0,KARNATAKA,Mysore,99.65460526315789,85.82861349576699,85.73526984650933,98.58552631578948,14.171386504233011,14.264730153490676,1.414473684210526
29,577,5572,Mysore,299853,1281768,797.0,1608.0,KARNATAKA,Mysore,376.2271016311167,20.872810056109998,20.27260024078465,80.48682559598494,79.12718994389,79.72739975921534,19.513174404015057
29,577,5573,Heggadadevankote,61469,263706,1618.0,163.0,KARNATAKA,Mysore,37.990729295426455,90.2398883605227,90.17553563584897,99.84672435105068,9.760111639477296,9.824464364151035,0.15327564894932016
29,577,5574,Nanjangud,90864,384922,974.0,395.0,KARNATAKA,Mysore,93.28952772073922,86.85499919464203,86.64267476668428,98.55441478439425,13.145000805357968,13.357325233315725,1.4455852156057496
29,577,5575,Tirumakudal - Narsipur,68533,292035,600.0,487.0,KARNATAKA,Mysore,114.22166666666666,82.3668395911449,82.04076868078151,98.44333333333333,17.633160408855105,17.95923131921848,1.5566666666666666
29,578,5576,Gundlupet,54615,223070,1372.0,163.0,KARNATAKA,Chamarajanagar,39.80685131195335,87.4008158873896,88.0527327657237,99.42711370262391,12.599184112610393,11.947267234276298,0.5728862973760933
29,578,5577,Chamarajanagar,86679,357799,1220.0,293.0,KARNATAKA,Chamarajanagar,71.04836065573771,80.47087890128256,81.32073512615511,98.46229508196721,19.529121098717436,18.679264873844875,1.537704918032787
29,578,5578,Yelandur,18895,82069,267.0,307.0,KARNATAKA,Chamarajanagar,70.76779026217228,89.30290365424216,89.12410690658903,99.83895131086142,10.697096345757839,10.875893093410955,0.16104868913857676
29,578,5579,Kollegal,84685,357853,2789.0,128.0,KARNATAKA,Chamarajanagar,30.363929723915383,80.93770347041942,81.14660211371555,98.6167084976694,19.062296529580582,18.853397886284466,1.3832915023305845
29,579,5580,Aland,61568,342207,1745.0,196.0,KARNATAKA,Gulbarga,35.282521489971344,87.61831289248904,87.91580041580042,99.15587392550144,12.38168710751095,12.084199584199585,0.8441260744985672
29,579,5581,Afzalpur,39866,220339,1307.0,169.0,KARNATAKA,Gulbarga,30.501912777352715,87.70621633029106,87.14192545025836,99.78270849273146,12.293783669708947,12.858074549741636,0.2172915072685539
29,579,5582,Gulbarga,154305,829830,1741.0,477.0,KARNATAKA,Gulbarga,88.6300976450316,34.54719641372329,33.35925601892356,96.29638139000575,65.45280358627672,66.64074398107644,3.7036186099942565
29,579,5583,Chincholi,48431,254287,1550.0,164.0,KARNATAKA,Gulbarga,31.245806451612903,91.78212020276302,91.8130949185439,99.36516129032259,8.21787979723698,8.186905081456091,0.6348387096774193
29,579,5584,Sedam,42384,218572,1021.0,214.0,KARNATAKA,Gulbarga,41.51224289911851,79.0398587193236,78.42582106455266,96.44074436826641,20.96014128067639,21.57417893544734,3.5592556317335946
29,579,5585,Chitapur,73171,404188,1750.0,231.0,KARNATAKA,Gulbarga,41.812,67.70092135342959,65.38109360265679,92.61771428571429,32.29907864657041,34.61890639734321,7.382285714285715
29,579,5586,Jevargi,51876,296903,1840.0,161.0,KARNATAKA,Gulbarga,28.193478260869565,91.34868963937717,90.58331405659649,99.44673913043478,8.65131036062283,9.4166859434035,0.5532608695652174
29,580,5587,Shorapur,71486,412291,1840.0,224.0,KARNATAKA,Yadgir,38.85108695652174,87.53356245952494,87.5570041686484,99.27608695652175,12.466437540475054,12.442995831351594,0.7239130434782609
29,580,5588,Shahpur,61945,363621,1706.0,213.0,KARNATAKA,Yadgir,36.31008206330598,81.0409739811507,79.85632415852773,96.16998827667058,18.959026018849297,20.143675841472273,3.830011723329426
29,580,5589,Yadgir,68632,398359,1724.0,231.0,KARNATAKA,Yadgir,39.80974477958237,74.81166485506792,73.04027275906283,98.71403712296983,25.188335144932083,26.95972724093717,1.2859628770301623
29,581,5590,Srinivaspur,43414,202304,863.0,234.0,KARNATAKA,Kolar,50.305909617612976,86.75607007276179,86.88211176118304,99.78679026651216,13.243929927238215,13.117888238816972,0.21320973348783315
29,581,5591,Kolar,83136,385410,792.0,487.0,KARNATAKA,Kolar,104.96969696969697,64.07410290340158,63.305908391070055,97.68939393939394,35.92589709659843,36.694091608929945,2.3106060606060606
29,581,5592,Malur,52443,236920,643.0,368.0,KARNATAKA,Kolar,81.55987558320373,83.09555968259328,82.05289552466488,98.55987558320373,16.904440317406717,17.947104475335127,1.4401244167962675
29,581,5593,Bangarapet,99691,452832,860.0,527.0,KARNATAKA,Kolar,115.91976744186047,51.97070878383153,51.48408582519986,91.50116279069766,48.02929121616847,48.51591417480014,8.498837209302327
29,581,5594,Mulbagal,54664,258935,821.0,315.0,KARNATAKA,Kolar,66.58221680876979,77.88016297526407,77.47877945265623,97.75152253349573,22.11983702473594,22.521220547343773,2.248477466504263
29,582,5595,Gauribidanur,68834,290999,889.0,327.0,KARNATAKA,Chikkaballapura,77.42857142857143,83.54736614215169,84.27521283086847,97.69291338582677,16.45263385784831,15.724787169131535,2.3070866141732282
29,582,5596,Chikkaballapura,47214,212536,638.0,333.0,KARNATAKA,Chikkaballapura,74.00313479623824,70.05119132758686,68.43732791121278,98.55799373040752,29.948808672413147,31.562672088787224,1.4420062695924762
29,582,5597,Gudibanda,12978,55832,227.0,246.0,KARNATAKA,Chikkaballapura,57.17180616740088,83.09034245593925,82.6090306672831,99.71806167400882,16.909657544060757,17.390969332716903,0.28193832599118945
29,582,5598,Bagepalli,44221,183498,929.0,198.0,KARNATAKA,Chikkaballapura,47.60064585575888,82.05866003989144,82.52414011442526,99.04843918191604,17.941339960108557,17.475859885574728,0.9515608180839612
29,582,5599,Sidlaghatta,44772,214169,670.0,320.0,KARNATAKA,Chikkaballapura,66.82388059701492,76.1127894326443,77.30947913874743,99.46716417910447,23.887210567355684,22.69052086125257,0.5328358208955224
29,582,5600,Chintamani,66679,298070,891.0,335.0,KARNATAKA,Chikkaballapura,74.8361391694725,74.47982017646862,73.24344996175708,98.36475869809203,25.520179823531386,26.756550038242928,1.6352413019079686
29,583,5601,Nelamangala,51325,210889,507.0,416.0,KARNATAKA,Bangalore Rural,101.23274161735701,77.33452195230667,76.78908913784706,98.37278106508876,22.665478047693334,23.210910862152947,1.6272189349112427
29,583,5602,Dod Ballapur,71158,299594,797.0,376.0,KARNATAKA,Bangalore Rural,89.28230865746549,66.27168768399902,65.55552432614745,98.06398996235886,33.72831231600099,34.44447567385255,1.9360100376411542
29,583,5603,Devanahalli,46260,209622,446.0,470.0,KARNATAKA,Bangalore Rural,103.72197309417041,69.98549770539351,68.68568958063122,93.16367713004485,30.014502294606483,31.314310419368784,6.836322869955157
29,583,5604,Hosakote,60536,270818,548.0,494.0,KARNATAKA,Bangalore Rural,110.46715328467154,78.96003958377952,77.6067133606449,97.39416058394161,21.039960416220488,22.393286639355097,2.605839416058394
29,584,5605,Magadi,49624,203841,795.0,256.0,KARNATAKA,Ramanagara,62.420125786163524,81.98645022345849,82.16387231984524,98.40377358490565,18.01354977654152,17.836127680154764,1.5962264150943397
29,584,5606,Ramanagara,63352,266614,629.0,424.0,KARNATAKA,Ramanagara,100.71860095389508,60.585715678846576,62.64522035610557,97.75357710651829,39.414284321153424,37.35477964389443,2.246422893481717
29,584,5607,Channapatna,62384,261304,539.0,485.0,KARNATAKA,Ramanagara,115.74025974025975,72.46808315219056,74.48223903565017,98.4378478664193,27.531916847809445,25.517760964349833,1.562152133580705
29,584,5608,Kanakapura,85173,350877,1553.0,226.0,KARNATAKA,Ramanagara,54.844172569220866,84.60600153330084,85.412043722776,99.5363811976819,15.393998466699157,14.587956277224004,0.463618802318094
30,585,5609,Pernem,17248,75747,251.68,301.0,GOA,North Goa,68.53146853146853,60.30733890451106,60.4301948051948,78.89383343928799,39.69266109548893,39.5698051948052,21.106166560712015
30,585,5610,Bardez,57147,237440,263.98,899.0,GOA,North Goa,216.48230926585344,31.3009602425876,31.10224508723118,46.17774073793469,68.6990397574124,68.89775491276883,53.82225926206531
30,585,5611,Tiswadi,42241,177219,193.64,915.0,GOA,North Goa,218.14191282792814,21.187908745676253,20.856513813593427,54.327618260689945,78.81209125432375,79.14348618640658,45.67238173931006
30,585,5612,Bicholim,22414,97955,238.79,410.0,GOA,North Goa,93.86490221533565,56.939410954009496,56.424556081020796,78.73445286653545,43.060589045990504,43.57544391897921,21.26554713346455
30,585,5613,Satari,14367,63817,495.13,129.0,GOA,North Goa,29.016621897279503,77.44331447733363,75.96575485487575,96.03336497485509,22.556685522666374,24.034245145124242,3.9666350251449116
30,585,5614,Ponda,38349,165830,292.78,566.0,GOA,North Goa,130.98230753466768,37.49562805282518,36.8614566220762,61.90655099392035,62.50437194717482,63.1385433779238,38.09344900607965
30,586,5615,Mormugao,35702,154561,109.12,1416.0,GOA,South Goa,327.1810850439883,14.38396490705935,14.959946221500195,39.86436950146627,85.61603509294066,85.0400537784998,60.13563049853372
30,586,5616,Salcete,71717,294464,298.16,988.0,GOA,South Goa,240.5319291655487,27.847207128885028,28.505096420653402,48.668500134156155,72.15279287111498,71.4949035793466,51.331499865843845
30,586,5617,Quepem,19119,81193,318.24,255.0,GOA,South Goa,60.07730015082956,44.626999864520336,41.96872221350489,85.33810960281548,55.37300013547966,58.0312777864951,14.661890397184512
30,586,5618,Sanguem,15068,65147,888.44,73.0,GOA,South Goa,16.96006483274053,82.27546932322286,81.86886116272896,98.5300076538652,17.724530676777135,18.13113883727104,1.4699923461347981
30,586,5619,Canacona,10239,45172,352.04,128.0,GOA,South Goa,29.084763095102826,72.47409899938015,71.88201972848911,94.08873991591864,27.52590100061985,28.117980271510888,5.911260084081354
31,587,5620,Amini,1375,7661,2.59,2958.0,LAKSHADWEEP,Lakshadweep,530.8880308880309,0.0,0.0,0.0,100.0,100.0,100.0
31,587,5621,Bitra,75,271,0.11,2464.0,LAKSHADWEEP,Lakshadweep,681.8181818181819,100.0,100.0,100.0,0.0,0.0,0.0
31,587,5622,Chetlat,526,2347,1.0,2347.0,LAKSHADWEEP,Lakshadweep,526.0,100.0,100.0,100.0,0.0,0.0,0.0
31,587,5623,Kiltan,778,3946,2.97,1329.0,LAKSHADWEEP,Lakshadweep,261.95286195286195,100.0,100.0,100.0,0.0,0.0,0.0
31,587,5624,Kadmat,1061,5404,3.12,1732.0,LAKSHADWEEP,Lakshadweep,340.06410256410254,0.0,0.0,0.0,100.0,100.0,100.0
31,587,5625,Kavaratti,2249,11221,4.2,2672.0,LAKSHADWEEP,Lakshadweep,535.4761904761905,0.09803047856697263,0.1333926189417519,13.571428571428578,99.90196952143303,99.86660738105824,86.42857142857142
31,587,5626,Agatti,1328,7566,3.84,1970.0,LAKSHADWEEP,Lakshadweep,345.83333333333337,100.0,100.0,100.0,0.0,0.0,0.0
31,587,5627,Andrott,1806,11191,4.84,2312.0,LAKSHADWEEP,Lakshadweep,373.1404958677686,0.0,0.0,0.0,100.0,100.0,100.0
31,587,5628,Kalpeni,934,4419,2.76,1601.0,LAKSHADWEEP,Lakshadweep,338.4057971014493,0.0,0.0,17.391304347826086,100.0,100.0,82.6086956521739
31,587,5629,Minicoy,1442,10447,4.57,2286.0,LAKSHADWEEP,Lakshadweep,315.5361050328227,0.0,0.0,4.376367614879652,100.0,100.0,95.62363238512035
32,588,5630,Kasaragod,132057,681734,972.59,701.0,KERALA,Kasaragod,135.7786940026116,65.54506596414438,65.8798852010874,86.94927975817147,34.45493403585563,34.120114798912596,13.05072024182852
32,588,5631,Hosdurg,141353,625641,988.91,633.0,KERALA,Kasaragod,142.9381844657249,56.179981810654986,58.18129081094847,83.47271238029751,43.82001818934501,41.818709189051525,16.527287619702502
32,589,5632,Taliparamba,175372,764888,1330.66,575.0,KERALA,Kannur,131.79324545714155,63.74658773572078,65.20995369842392,81.48287316068718,36.25341226427922,34.790046301576076,18.517126839312823
32,589,5633,Kannur,165323,784984,430.56,1823.0,KERALA,Kannur,383.97203641768857,4.988764102198261,4.394427877548798,11.243496841322928,95.01123589780174,95.60557212245119,88.75650315867706
32,589,5634,Thalassery,213603,973131,1206.06,807.0,KERALA,Kannur,177.10810407442418,36.507520570200725,37.73542506425471,68.89789894366781,63.492479429799275,62.26457493574529,31.10210105633219
32,590,5635,Mananthavady,58911,258140,740.43,349.0,KERALA,Wayanad,79.56322677363154,100.0,100.0,100.0,0.0,0.0,0.0
32,590,5636,Sulthanbathery,72206,297863,774.86,384.0,KERALA,Wayanad,93.18586583382805,100.0,100.0,100.0,0.0,0.0,0.0
